City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_temp,Wind_speed
fairbanks,1,US,1586650193,30,64.84,-147.72,44.6,5.82
bealanana,11,MG,1586650273,68,-14.55,48.73,61.25,5.19
luderitz,0,NA,1586650273,100,-26.65,15.16,55.4,11.41
vestmanna,100,FO,1586650273,86,62.16,-7.17,39.2,28.86
arenys de mar,6,ES,1586650273,71,41.58,2.55,60.01,2.24
french harbor,20,HN,1586650273,80,16.35,-86.43,82.36,28.25
bethel,20,US,1586650054,26,41.37,-73.41,52.0,9.17
lismore,0,AU,1586650273,43,-28.81,153.28,71.6,12.75
vardo,46,NO,1586650014,92,70.37,31.11,26.24,8.48
geraldton,75,AU,1586649989,100,-28.77,114.6,70.0,4.7
say,96,NE,1586650273,14,13.1,2.37,93.2,2.68
solnechnyy,22,RU,1586650085,53,50.72,136.63,43.68,5.17
khatanga,66,RU,1586649992,94,71.97,102.5,8.1,8.23
natal,40,BR,1586650274,78,-5.79,-35.21,82.4,9.17
dalbandin,76,PK,1586650274,27,28.89,64.41,74.25,1.39
yanji,18,CN,1586650274,56,42.91,129.51,44.44,1.16
hithadhoo,5,MV,1586650274,67,-0.6,73.08,84.36,8.81
iqaluit,90,CA,1586650274,73,63.75,-68.51,24.8,13.87
east london,85,ZA,1586650274,67,-33.02,27.91,73.74,1.92
butaritari,88,KI,1586650274,74,3.07,172.79,84.04,10.36
hobart,40,AU,1586649992,58,-42.88,147.33,55.99,19.46
santa catalina,39,PH,1586650274,65,9.33,122.86,81.97,4.97
atuona,48,PF,1586650275,66,-9.8,-139.03,82.89,5.77
norman wells,20,CA,1586650275,50,65.28,-126.83,28.4,10.29
okato,77,NZ,1586650275,82,-39.2,173.88,63.0,15.01
mar del plata,69,AR,1586650275,72,-38.0,-57.56,61.0,3.36
saint george,1,US,1586650275,28,37.1,-113.58,70.0,16.11
stromness,100,GB,1586650275,81,58.97,-3.3,45.0,17.22
salalah,40,OM,1586650080,74,17.02,54.09,82.4,11.41
georgetown,20,MY,1586650275,88,5.41,100.34,82.4,2.62
erzincan,0,TR,1586650275,44,39.75,39.5,41.0,5.82
itarema,100,BR,1586650275,86,-2.92,-39.92,79.23,5.5
gat,10,IL,1586650023,87,31.61,34.76,55.4,3.36
dingle,28,PH,1586650100,71,11.0,122.67,81.97,4.68
maceio,31,BR,1586650060,88,-9.67,-35.74,78.8,5.82
savannah bight,10,HN,1586650276,79,16.45,-85.85,82.17,30.58
saskylakh,11,RU,1586650276,90,71.92,114.08,1.13,12.41
linhares,2,BR,1586650276,94,-19.39,-40.07,73.29,2.66
arraial do cabo,99,BR,1586650276,73,-22.97,-42.03,73.24,4.52
bredasdorp,100,ZA,1586650002,52,-34.53,20.04,69.8,23.04
codrington,97,AU,1586650184,63,-38.27,141.97,55.85,9.84
vao,35,NC,1586650034,73,-22.67,167.48,76.5,12.95
kurchum,8,KZ,1586650276,64,48.57,83.65,37.2,0.47
dunedin,100,NZ,1586650036,84,-45.87,170.5,57.99,1.01
sao filipe,93,CV,1586649979,74,14.9,-24.5,75.38,9.22
bodden town,20,KY,1586650277,74,19.28,-81.25,86.0,5.82
mataura,93,NZ,1586650277,52,-46.19,168.86,68.0,5.01
saint-augustin,96,CA,1586650277,98,51.23,-58.65,31.12,5.97
praia da vitoria,20,PT,1586650277,82,38.73,-27.07,60.8,10.92
cherskiy,99,RU,1586650277,96,68.75,161.3,19.6,14.63
honningsvag,97,NO,1586650277,92,70.98,25.97,30.67,10.2
bekhteyevka,57,RU,1586650277,76,50.81,37.21,32.0,13.42
aklavik,5,CA,1586650277,49,68.22,-135.01,24.8,8.05
iskateley,84,RU,1586650277,95,67.68,53.15,11.91,9.55
genc,0,TR,1586650278,44,38.75,40.56,40.14,6.33
sangar,99,RU,1586650278,94,63.92,127.47,32.29,7.25
aksu,62,CN,1586650278,23,41.12,80.26,54.27,2.26
kehra,96,EE,1586650278,93,59.34,25.32,34.0,5.82
mehamn,82,NO,1586650025,95,71.04,27.85,23.49,7.36
ponta do sol,40,PT,1586650278,67,32.67,-17.1,62.6,10.29
thompson,90,CA,1586650278,67,55.74,-97.86,23.0,14.99
kidal,13,ML,1586650278,20,18.44,1.41,84.76,5.46
boa vista,40,BR,1586650278,49,2.82,-60.67,89.6,11.41
puerto ayora,75,EC,1586650278,70,-0.74,-90.35,84.2,10.29
cidreira,4,BR,1586650279,70,-30.18,-50.21,65.75,5.32
mvuma,89,ZW,1586650279,51,-19.28,30.53,57.76,3.71
mount gambier,90,AU,1586650279,62,-37.83,140.77,55.4,8.05
les cayes,68,HT,1586650279,79,18.2,-73.75,80.19,6.44
shingu,75,JP,1586650279,62,33.73,135.98,53.6,3.36
mayo,1,US,1586650277,30,38.89,-76.51,59.0,3.94
anloga,20,GH,1586650279,79,5.79,0.9,84.2,4.7
boguchany,0,RU,1586650279,89,58.38,97.45,32.0,0.54
ayaviri,51,PE,1586650279,16,-14.89,-70.59,44.85,3.6
sorong,5,ID,1586650279,73,-0.88,131.25,84.4,1.86
lompoc,75,US,1586650240,72,34.64,-120.46,72.0,14.99
hasaki,75,JP,1586650079,87,35.73,140.83,50.0,11.41
college,75,US,1586650098,30,64.86,-147.8,44.6,5.82
vila velha,90,BR,1586650280,83,-20.33,-40.29,77.0,8.05
leningradskiy,91,RU,1586650280,86,69.38,178.42,17.11,2.91
pevek,44,RU,1586650084,91,69.7,170.31,9.79,14.54
yichang,0,CN,1586650280,59,30.71,111.28,55.38,4.0
torbay,90,CA,1586650280,74,47.67,-52.73,36.0,20.8
feijo,81,BR,1586650280,88,-8.16,-70.35,76.17,1.12
luba,20,GQ,1586650280,100,3.46,8.55,75.2,2.24
edd,33,ER,1586650280,73,13.93,41.69,79.43,9.13
altay,99,CN,1586650280,42,47.87,88.12,42.26,3.4
korla,69,CN,1586650280,43,41.76,86.15,57.99,3.0
ancud,20,CL,1586650281,75,-41.87,-73.82,46.4,6.93
zhifang,0,CN,1586650281,87,30.35,114.32,46.4,4.47
kailua,20,US,1586650186,58,21.4,-157.74,82.4,12.75
chaiyaphum,54,TH,1586650281,62,15.75,102.0,82.99,7.78
cape town,90,ZA,1586650271,93,-33.93,18.42,64.99,19.46
xining,6,CN,1586650281,22,36.62,101.77,38.97,2.1
chingirlau,93,KZ,1586650281,61,51.09,54.08,42.67,10.56
isangel,20,VU,1586650040,58,-19.55,169.27,84.2,5.48
kavieng,93,PG,1586650281,72,-2.57,150.8,83.82,2.33
rio grande,0,BR,1586650070,91,-32.03,-52.1,60.01,10.0
tuktoyaktuk,20,CA,1586650281,84,69.45,-133.04,6.8,11.41
souillac,75,MU,1586650041,83,-20.52,57.52,75.99,5.82
port blair,78,IN,1586650027,72,11.67,92.75,82.06,7.43
bathsheba,40,BB,1586650027,69,13.22,-59.52,80.6,12.75
bengkulu,31,ID,1586650282,81,-3.8,102.27,79.16,4.65
tual,85,ID,1586650282,69,-5.67,132.75,84.04,1.05
hurghada,0,EG,1586650118,29,27.26,33.81,66.2,9.17
lebu,0,CL,1586650282,70,-37.62,-73.65,53.51,15.1
baia mare,2,RO,1586650282,56,47.65,23.58,42.8,5.82
nishihara,90,JP,1586650282,77,26.18,127.76,69.8,14.99
union,1,US,1586650282,29,40.63,-74.27,54.0,9.17
amahai,0,ID,1586650282,69,-3.33,128.92,83.39,4.12
champerico,54,GT,1586650282,61,14.3,-91.92,86.09,5.44
pangkalanbuun,92,ID,1586650282,90,-2.68,111.62,77.59,2.57
nyimba,77,ZM,1586650283,72,-14.56,30.81,64.89,5.03
narsaq,100,GL,1586650007,39,60.92,-46.05,46.4,38.03
tuatapere,56,NZ,1586650283,52,-46.13,167.68,68.0,5.01
nantucket,20,US,1586650283,64,41.28,-70.1,48.2,17.22
tasiilaq,85,GL,1586650283,53,65.61,-37.64,26.6,11.41
wanaka,87,NZ,1586650283,57,-44.7,169.15,57.7,10.63
amapa,100,BR,1586650283,94,1.0,-52.0,74.39,3.56
sambava,10,MG,1586650283,83,-14.27,50.17,75.16,9.64
coahuayana,20,MX,1586650283,58,18.73,-103.68,82.4,11.41
gazanjyk,1,TM,1586650283,55,39.24,55.52,55.47,6.96
karratha,0,AU,1586650059,39,-20.74,116.85,84.4,13.49
hofn,67,IS,1586650059,83,64.25,-15.21,34.59,17.85
yarada,40,IN,1586650284,94,17.65,83.27,78.8,2.24
nongstoin,11,IN,1586650284,49,25.52,91.27,58.64,2.59
shache,89,CN,1586650284,22,38.42,77.24,54.81,3.69
mecca,2,SA,1586650284,37,21.43,39.83,67.37,5.03
cravo norte,84,CO,1586650284,62,6.3,-70.2,84.85,4.76
lavrentiya,95,RU,1586650284,96,65.58,-171.0,32.43,12.46
latur,9,IN,1586650284,23,18.4,76.58,77.58,8.08
komsomolskiy,90,UZ,1586650284,76,40.43,71.72,53.6,6.93
pangnirtung,92,CA,1586650284,87,66.15,-65.71,23.81,6.87
yumen,100,CN,1586650284,23,40.28,97.2,45.57,5.01
buluang,42,PH,1586650284,73,13.31,123.34,82.24,4.32
goderich,19,CA,1586650284,52,43.75,-81.72,52.0,1.99
zhigansk,96,RU,1586650284,95,66.77,123.37,26.51,16.11
morro bay,1,US,1586650284,63,35.37,-120.85,66.2,13.87
havelock,1,US,1586650284,54,34.88,-76.9,60.8,6.93
golden,75,US,1586650285,11,39.76,-105.22,69.8,19.46
seoul,1,KR,1586650285,75,37.57,126.98,50.0,4.7
ust-tsilma,73,RU,1586650285,95,65.44,52.15,16.43,2.89
shimoda,75,JP,1586650285,87,34.67,138.95,51.8,16.11
telma,40,RU,1586650285,77,52.7,103.71,35.6,13.42
carnarvon,14,AU,1586650243,100,-24.87,113.63,75.2,12.75
promyshlennyy,36,RU,1586650285,93,67.58,63.92,4.5,8.01
kletnya,0,RU,1586650285,88,53.39,33.22,30.88,5.79
bac lieu,2,VN,1586650285,68,9.29,105.72,81.64,6.85
abha,20,SA,1586650285,59,18.22,42.51,64.4,4.14
olmos,76,PE,1586650285,59,-5.98,-79.75,80.2,6.49
bannu,94,PK,1586650285,47,32.99,70.6,74.23,3.29
kuala terengganu,20,MY,1586650285,94,5.33,103.14,78.8,3.36
falmouth,4,GB,1586650043,71,50.15,-5.07,53.01,6.93
denpasar,20,ID,1586650078,83,-8.65,115.22,82.4,3.36
brae,100,GB,1586650286,75,60.4,-1.35,46.4,29.97
ca mau,2,VN,1586650159,73,9.18,105.15,80.74,4.0
atar,0,MR,1586650166,19,20.52,-13.05,80.73,8.81
aksarka,7,RU,1586650286,90,66.56,67.8,9.77,3.36
channel-port aux basques,66,CA,1586650286,95,47.57,-59.14,32.31,20.27
tiksi,66,RU,1586649987,91,71.69,128.87,8.04,18.25
togur,0,RU,1586650286,98,58.36,82.83,29.25,4.99
los llanos de aridane,75,ES,1586650037,77,28.66,-17.92,66.2,10.29
ishigaki,75,JP,1586650286,93,24.34,124.16,64.4,12.75
saldanha,99,ZA,1586650039,93,-33.01,17.94,60.8,16.11
rio negrinho,20,BR,1586650286,94,-26.25,-49.52,64.0,4.0
horbranz,0,AT,1586650287,87,47.55,9.75,54.0,2.24
lensk,55,RU,1586650287,83,60.73,114.93,33.13,9.46
sept-iles,40,CA,1586650026,41,50.2,-66.38,39.2,11.41
nador,75,MA,1586650095,82,35.17,-2.93,60.8,5.82
baykit,33,RU,1586650287,94,61.67,96.37,26.6,3.4
kaeo,85,NZ,1586650287,76,-35.1,173.78,71.01,11.01
ponta delgada,20,PT,1586650119,76,37.73,-25.67,57.2,11.41
coquimbo,82,CL,1586650287,82,-29.95,-71.34,60.8,11.41
batagay-alyta,89,RU,1586650287,87,67.8,130.41,25.81,4.81
san patricio,40,MX,1586650287,74,19.22,-104.7,82.4,16.26
bojnurd,90,IR,1586650287,100,37.47,57.33,48.2,2.24
cedar city,75,US,1586650287,36,37.68,-113.06,62.6,14.99
ostrovnoy,28,RU,1586650171,93,68.05,39.51,15.42,12.17
tignere,100,CM,1586650287,44,7.37,12.65,66.76,3.51
santa barbara,1,US,1586650287,63,34.42,-119.7,72.0,19.46
hay river,75,CA,1586650288,62,60.82,-115.8,19.4,8.05
ville-marie,80,CA,1586650288,80,47.33,-79.43,33.94,2.89
lorengau,36,PG,1586650065,68,-2.02,147.27,84.99,2.37
isiro,89,CD,1586650055,80,2.77,27.62,68.67,1.39
vanimo,62,PG,1586650288,77,-2.67,141.3,83.46,1.54
conceicao da barra,55,BR,1586650288,88,-18.59,-39.73,77.25,9.82
san quintin,17,MX,1586650288,73,30.48,-115.95,61.59,17.52
verkhoyansk,100,RU,1586650288,87,67.54,133.38,32.31,12.37
palmer,20,US,1586650288,35,42.16,-72.33,46.99,5.82
hirara,75,JP,1586650288,88,24.8,125.28,66.2,16.11
drumheller,88,CA,1586650288,30,51.46,-112.71,27.0,9.73
nizwa,9,OM,1586650062,36,22.93,57.53,75.06,2.91
kavaratti,4,IN,1586650017,69,10.57,72.64,84.04,4.61
qaanaaq,88,GL,1586650289,72,77.48,-69.36,11.8,3.24
wielsbeke,0,BE,1586650289,66,50.92,3.37,55.99,3.36
gazli,100,UZ,1586650289,70,40.13,63.45,63.68,5.99
ahipara,93,NZ,1586650289,74,-35.17,173.17,68.47,16.51
alofi,98,NU,1586650289,66,-19.06,-169.92,84.2,10.29
noumea,36,NC,1586650138,43,-22.28,166.46,87.8,3.36
bay roberts,90,CA,1586650289,74,47.6,-53.26,36.0,20.8
kerrobert,75,CA,1586650289,58,51.92,-109.13,25.0,18.34
cayenne,75,GF,1586650289,74,4.93,-52.33,80.6,5.82
walvis bay,0,NA,1586650097,68,-22.96,14.51,69.8,6.93
jumla,0,NP,1586650289,22,29.27,82.18,43.68,5.82
kambove,90,CD,1586650289,66,-10.88,26.6,60.04,3.85
aregua,0,PY,1586650290,46,-25.31,-57.38,71.6,6.93
agirish,100,RU,1586650290,93,61.92,63.02,31.71,3.6
balkhash,11,KZ,1586650290,57,46.84,74.98,42.33,12.15
venado tuerto,39,AR,1586650274,69,-33.75,-61.97,60.01,7.96
nome,90,US,1586650290,86,64.5,-165.41,30.2,11.41
oktyabrskoye,100,RU,1586650290,86,43.06,44.74,41.0,4.47
sur,31,OM,1586650290,69,22.57,59.53,77.83,14.36
beloha,95,MG,1586650290,70,-25.17,45.05,72.99,9.62
port-gentil,100,GA,1586650290,87,-0.72,8.78,77.97,15.99
mareeba,55,AU,1586650290,70,-17.0,145.43,86.0,1.12
solana beach,20,US,1586650290,67,32.99,-117.27,66.99,10.29
talnakh,75,RU,1586650035,93,69.49,88.4,33.8,31.32
richards bay,49,ZA,1586650291,81,-28.78,32.04,71.47,14.45
gigmoto,74,PH,1586650291,74,13.78,124.39,81.09,3.33
kembe,82,CF,1586650291,84,4.62,21.89,71.96,3.22
mount isa,13,AU,1586650186,13,-20.73,139.5,80.6,12.75
sembakung,51,ID,1586650291,91,3.82,117.25,77.58,2.37
poum,56,NC,1586650291,71,-20.23,164.02,79.83,12.17
laguna,1,US,1586650067,63,38.42,-121.42,72.0,9.17
ayr,75,GB,1586650291,93,55.46,-4.63,50.0,10.29
acapulco,75,MX,1586650123,78,16.86,-99.89,82.4,8.05
roebourne,0,AU,1586650291,39,-20.78,117.13,84.58,13.6
kimbe,7,PG,1586650204,61,-5.55,150.14,89.11,2.15
vallenar,95,CL,1586650291,57,-28.57,-70.76,61.29,1.1
swan hill,0,AU,1586650291,57,-35.34,143.55,57.31,9.46
sehithwa,51,BW,1586650292,51,-20.47,22.72,70.12,2.75
te anau,56,NZ,1586650166,64,-45.42,167.72,59.94,8.41
provideniya,100,RU,1586650048,92,64.38,-173.3,32.81,6.91
victoria point,0,AU,1586650292,33,-27.58,153.3,81.0,11.41
henties bay,2,NA,1586650023,88,-22.12,14.28,63.0,5.01
marawi,54,PH,1586650034,56,8.0,124.29,77.27,1.95
aranos,3,NA,1586650292,29,-24.13,19.12,72.34,10.69
colotlan,78,MX,1586650292,13,22.1,-103.27,79.11,19.71
surt,2,LY,1586650292,61,31.21,16.59,59.54,11.1
kamenice nad lipou,16,CZ,1586650292,31,49.3,15.08,46.99,3.0
sarangani,61,PH,1586650292,76,5.4,125.46,81.52,6.85
mutis,100,CO,1586650292,87,6.23,-77.4,78.21,4.45
phultala,0,BD,1586650293,95,22.7,89.52,74.17,5.23
price,90,US,1586650161,25,39.6,-110.81,61.0,14.99
torit,83,SS,1586650206,43,4.41,32.57,79.57,1.1
khawhai,0,IN,1586650293,43,23.37,93.12,54.7,1.86
shatrovo,83,RU,1586650293,77,56.52,64.63,38.16,5.28
kholodnyy,2,RU,1586650293,85,62.72,147.95,21.24,2.73
sari,20,IR,1586650293,93,36.56,53.06,46.4,6.93
inhambane,33,MZ,1586650293,83,-23.86,35.38,71.87,3.65
solin,12,HR,1586650293,36,43.55,16.5,64.99,3.36
salinopolis,97,BR,1586650293,83,-0.61,-47.36,81.99,10.6
saumur,5,FR,1586650294,76,47.33,-0.25,54.0,2.17
paita,73,PE,1586650294,62,-5.09,-81.11,78.49,12.93
boo,100,SE,1586650294,87,59.33,18.28,45.0,6.93
touros,40,BR,1586650066,88,-5.2,-35.46,80.6,5.82
katobu,100,ID,1586650294,93,-4.94,122.53,75.76,1.7
balabac,1,PH,1586650094,74,7.99,117.06,82.9,5.1
northam,0,GB,1586650294,87,51.03,-4.22,57.0,1.99
san cristobal,40,VE,1586650294,43,7.77,-72.22,89.6,18.34
port lincoln,90,AU,1586650172,60,-34.73,135.87,58.33,7.74
scarborough,8,GB,1586650170,87,54.28,-0.4,52.0,5.82
vestmannaeyjar,100,IS,1586650077,88,63.44,-20.27,43.29,11.14
yubari,20,JP,1586650294,55,43.04,141.96,43.0,6.93
nekrasovka,1,RU,1586650295,36,48.35,135.23,44.6,13.42
banjar,20,ID,1586650295,83,-8.19,114.97,82.4,3.36
byron bay,1,AU,1586650295,49,-28.65,153.62,73.99,13.87
barentu,29,ER,1586650295,38,15.11,37.59,67.66,3.87
eyl,27,SO,1586650295,72,7.98,49.82,82.45,8.16
katsuura,75,JP,1586650295,93,35.13,140.3,51.01,10.29
alice springs,41,AU,1586650295,14,-23.7,133.88,73.4,3.36
shubarshi,8,KZ,1586650295,61,48.59,57.19,41.05,7.87
dhidhdhoo,36,MV,1586650295,64,6.88,73.1,85.55,5.93
qovlar,75,AZ,1586650295,65,40.95,45.73,46.4,9.17
healdsburg,75,US,1586650295,77,38.61,-122.87,69.01,11.41
alekseyevsk,96,RU,1586650295,79,57.84,108.35,33.89,2.01
chuy,17,UY,1586650296,76,-33.7,-53.46,62.35,6.42
evensk,100,RU,1586650296,88,61.95,159.23,13.01,2.46
murdochville,84,CA,1586650296,94,48.96,-65.5,23.63,5.88
namatanai,100,PG,1586650296,73,-3.67,152.43,83.75,1.79
santiago del estero,8,AR,1586650214,55,-27.8,-64.26,67.59,6.71
kalmunai,6,LK,1586650296,81,7.42,81.82,80.4,5.06
sayyan,23,YE,1586650296,38,15.17,44.32,59.14,2.95
buyo,45,PH,1586650296,74,13.11,123.87,81.18,3.91
campoverde,89,PE,1586650296,81,-8.48,-74.81,77.4,2.37
beringovskiy,95,RU,1586650296,94,63.05,179.32,14.23,10.51
road town,75,VG,1586650148,69,18.42,-64.62,82.4,4.7
tautira,100,PF,1586650034,62,-17.73,-149.15,87.8,6.93
naze,75,JP,1586650297,93,28.37,129.48,68.0,12.75
ballina,0,AU,1586650297,49,-28.87,153.57,71.6,13.87
coaldale,75,CA,1586650297,49,49.72,-112.62,26.6,16.11
lancaster,1,US,1586650120,39,40.25,-76.25,52.0,4.7
saint-georges,17,GD,1586650151,78,12.06,-61.75,78.71,16.26
daru,95,PG,1586650297,74,-9.08,143.21,83.84,10.25
rubiataba,13,BR,1586650297,78,-15.16,-49.8,70.81,1.25
pathein,93,MM,1586650172,89,16.78,94.73,76.55,7.36
pokhara,0,NP,1586650297,19,28.23,83.98,62.91,7.23
mitsamiouli,48,KM,1586650297,75,-11.38,43.28,83.23,6.71
bauta,20,CU,1586650298,62,22.98,-82.55,86.0,11.41
serov,100,RU,1586650298,90,59.6,60.58,32.97,4.32
adrar,0,MR,1586650298,17,20.5,-10.07,80.47,10.92
tecoanapa,47,MX,1586650298,64,16.52,-98.75,84.47,9.19
wilmington,1,US,1586650298,36,34.23,-77.94,62.6,13.87
yerbogachen,2,RU,1586650298,91,61.28,108.01,29.35,6.8
borba,100,BR,1586650298,97,-4.39,-59.59,74.93,1.57
constitucion,61,CL,1586650056,83,-35.33,-72.42,52.86,11.39
sitka,20,US,1586650059,48,57.05,-135.33,44.6,4.7
mamonovo,100,RU,1586650298,52,54.46,19.94,41.0,8.95
tabas,100,IR,1586650298,82,33.6,56.92,64.4,2.24
sisimiut,96,GL,1586650298,78,66.94,-53.67,34.81,7.09
fox lake,90,US,1586650299,71,42.4,-88.18,59.0,7.96
havoysund,82,NO,1586650051,80,71.0,24.66,30.2,4.7
ambon,40,ID,1586650299,83,-3.7,128.18,82.4,3.36
zakamensk,81,RU,1586650299,45,50.37,103.29,38.25,4.83
asfi,95,MA,1586650299,79,32.3,-9.24,62.78,12.95
lufilufi,75,WS,1586650299,74,-13.87,-171.6,87.8,9.17
mosetse,75,BW,1586650299,32,-20.75,26.65,68.99,6.64
mogadishu,0,SO,1586650299,74,2.04,45.34,83.35,9.75
lagoa,0,PT,1586650299,77,39.05,-27.98,61.27,10.2
matara,11,LK,1586650299,88,5.95,80.54,76.1,4.09
bambanglipuro,77,ID,1586650299,76,-7.95,110.28,79.79,2.39
sinnamary,100,GF,1586650092,79,5.38,-52.95,79.36,13.11
peruibe,9,BR,1586650299,67,-24.32,-47.0,70.0,6.49
suzhou,6,CN,1586650299,76,31.31,120.62,57.0,8.95
bacolod,19,PH,1586650155,66,10.67,122.95,81.88,2.93
cap malheureux,75,MU,1586650066,83,-19.98,57.61,75.99,5.82
manzanillo,2,CU,1586650300,64,20.34,-77.12,81.39,3.36
esil,100,KZ,1586650300,69,51.96,66.4,41.09,11.16
nyurba,98,RU,1586650300,92,63.28,118.33,31.64,9.71
berlevag,64,NO,1586650300,92,70.86,29.09,24.87,6.85
ambilobe,6,MG,1586650300,84,-13.2,49.05,72.03,3.89
camargo,17,MX,1586650233,8,27.67,-105.17,80.38,32.64
portobelo,20,PA,1586650300,58,9.55,-79.65,87.8,11.41
kazanka,16,UA,1586650300,55,47.85,32.82,35.6,8.95
srednekolymsk,82,RU,1586650300,96,67.45,153.68,28.29,12.66
faanui,46,PF,1586650032,76,-16.48,-151.75,82.58,14.16
hualmay,47,PE,1586650300,75,-11.1,-77.61,73.18,6.22
chernyshevskiy,76,RU,1586650300,94,63.01,112.47,25.92,8.12
kalmar,100,SE,1586650301,70,56.66,16.36,45.0,9.17
borogontsy,96,RU,1586650301,90,62.67,131.17,32.95,4.85
asuncion,0,PY,1586650070,46,-25.3,-57.64,71.6,6.93
egvekinot,0,RU,1586650301,82,66.32,-179.17,18.52,1.45
